num,base,name,KPOINTS,traning_data,E-opt,TM,period,atomic_number,atomic_radius,atomic_volume,atomic_weight,covalent_radius_pyykko,density,dipole_polarizability,electronegativity,en_allen,group_id,mendeleev_number,pettifor_number,vdw_radius,d_center,valence_ele,all_atom,path_atom,modifications_ring,modifications_chain,N_number_chain,Conjugate_structure
173,OH,Ta@OH,3,,-317.3702129,Ta,6,73,145,10.9,180.94788,146,16.4,74,1.5,7.93,5,49,53,222,3.3,5,41,7,OH,none,0,Pp
174,OH,W@OH,3,,-317.7078929,W,6,74,135,9.53,183.84,137,19.3,68,1.7,8.67,6,53,56,218,1.676,6,41,7,OH,none,0,Pp
175,OH,Re@OH,3,,-316.9198886,Re,6,75,135,8.85,186.207,131,20.8,62,1.9,9.46,7,57,59,216,5.732,7,41,7,OH,none,0,Pp
176,OH,Os@OH,3,,-315.784282,Os,6,76,130,8.43,190.23,129,22.5872,57,2.2,9.78,8,61,62,216,-0.268,8,41,7,OH,none,0,Pp
177,OH,Ir@OH,3,,-314.8035494,Ir,6,77,135,8.54,192.217,122,22.5622,54,2.2,9.96,9,65,65,213,-0.703,9,41,7,OH,none,0,Pp
178,OH,Pt@OH,3,,-313.3171337,Pt,6,78,135,9.1,195.084,123,21.5,48,2.2,10.16,10,69,68,213,-1.229,10,41,7,OH,none,0,Pp
179,OH,Au@OH,3,,-308.1354474,Au,6,79,135,10.2,196.966569,124,19.3,36,2.4,11.33,11,73,70,214,-2.867,11,41,7,OH,none,0,Pp
180,OH,Hg@OH,3,,-304.7587451,Hg,6,80,150,14.8,200.592,133,13.5336,33.91,1.9,10.44,12,79,74,223,-5.58,12,41,7,OH,none,0,Pp
181,1-new,Sc@1-new,3,,-279.923,Sc,4,21,160,15,44.955908,148,2.99,97,1.36,7.042,3,11,20,215,3.061,3,35,7,none,none,2,Pp
182,1-new,Ti@1-new,3,,-280.368,Ti,4,22,140,10.6,47.867,136,4.506,100,1.54,8.17,4,43,51,211,2.803,4,35,7,none,none,2,Pp
183,1-new,V@1-new,3,,-280.931,V,4,23,135,8.35,50.9415,134,6,87,1.63,9.063,5,47,54,207,3.743,5,35,7,none,none,2,Pp
184,1-new,Cr@1-new,3,,-281.813,Cr,4,24,140,7.23,51.9961,122,7.15,83,1.66,9.77,6,51,57,206,2.67,6,35,7,none,none,2,Pp
185,1-new,Mn@1-new,3,,-280.818,Mn,4,25,140,7.39,54.938044,119,7.3,68,1.55,10.34,7,55,60,205,1.482,7,35,7,none,none,2,Pp
186,1-new,Fe@1-new,3,,-279.39,Fe,4,26,140,7.1,55.845,115.9,7.87,62,1.83,10.64,8,59,61,204,1.43,8,35,7,none,none,2,Pp
187,1-new,Co@1-new,3,,-278.032,Co,4,27,135,6.7,58.933194,111,8.86,55,1.88,10.86,9,63,64,200,0.67,9,35,7,none,none,2,Pp
188,1-new,Ni@1-new,3,,-276.769,Ni,4,28,135,6.6,58.6934,110,8.9,49,1.91,11.13,10,67,67,197,0.203,10,35,7,none,none,2,Pp
189,1-new,Cu@1-new,3,,-274.439,Cu,4,29,135,7.1,63.546,112,8.96,46.5,1.9,10.96,11,71,72,196,-1.6,11,35,7,none,none,2,Pp
190,1-new,Zn@1-new,3,,-272.965,Zn,4,30,135,9.2,65.38,118,7.134,38.67,1.65,9.395,12,77,76,201,3.711,12,35,7,none,none,2,Pp
191,1-new,Y@1-new,3,,-279.935,Y,5,39,180,19.8,88.90584,163,4.47,162,1.22,6.631,3,12,19,232,1.256,3,35,7,none,none,2,Pp
192,1-new,Zr@1-new,3,,-280.58,Zr,5,40,155,14.1,91.224,154,6.52,112,1.33,7.808,4,44,49,223,5.402,4,35,7,none,none,2,Pp
193,1-new,Nb@1-new,3,,-280.884,Nb,5,41,145,10.8,92.90637,147,8.57,98,1.6,8.34,5,48,52,218,0.969,5,35,7,none,none,2,Pp
194,1-new,Mo@1-new,3,,-281.313,Mo,5,42,145,9.4,95.95,138,10.2,87,2.16,8.71,6,52,55,217,1.54,6,35,7,none,none,2,Pp
195,1-new,Tc@1-new,3,,-280.629,Tc,5,43,135,8.5,97.90721,128,11,79,2.1,8.94,7,56,58,216,1.436,7,35,7,none,none,2,Pp
196,1-new,Ru@1-new,3,,-279.498,Ru,5,44,130,8.3,101.07,125,12.1,72,2.2,9.1,8,60,63,213,0.526,8,35,7,none,none,2,Pp
197,1-new,Rh@1-new,3,,-278.315,Rh,5,45,135,8.3,102.9055,125,12.4,66,2.28,9.259,9,64,66,210,-0.229,9,35,7,none,none,2,Pp
198,1-new,Pd@1-new,3,,-276.864,Pd,5,46,140,8.9,106.42,120,12,26.14,2.2,9.402,10,68,69,210,-0.296,10,35,7,none,none,2,Pp
199,1-new,Ag@1-new,3,,-272.561,Ag,5,47,160,10.3,107.8682,128,10.5,55,1.93,11.05,11,72,71,211,-3.212,11,35,7,none,none,2,Pp
200,1-new,Cd@1-new,3,,-271.646,Cd,5,48,155,13.1,112.414,136,8.69,46,1.69,8.995,12,78,75,218,-1.583,12,35,7,none,none,2,Pp
201,1-new,Lu@1-new,3,,-278.021,Lu,6,71,175,17.8,174.9668,162,9.84,137,1,6.455,3,41,21,224,2.676,3,35,7,none,none,2,Pp
202,1-new,Hf@1-new,3,,-282.111,Hf,6,72,155,13.6,178.49,152,13.3,103,1.3,6.83,4,45,50,223,3.425,4,35,7,none,none,2,Pp
203,1-new,Ta@1-new,3,,-282.45,Ta,6,73,145,10.9,180.94788,146,16.4,74,1.5,7.93,5,49,53,222,3.3,5,35,7,none,none,2,Pp
204,1-new,W@1-new,3,,-282.63,W,6,74,135,9.53,183.84,137,19.3,68,1.7,8.67,6,53,56,218,1.676,6,35,7,none,none,2,Pp
205,1-new,Re@1-new,3,,-281.895,Re,6,75,135,8.85,186.207,131,20.8,62,1.9,9.46,7,57,59,216,5.732,7,35,7,none,none,2,Pp
206,1-new,Os@1-new,3,,-280.752,Os,6,76,130,8.43,190.23,129,22.5872,57,2.2,9.78,8,61,62,216,-0.268,8,35,7,none,none,2,Pp
207,1-new,Ir@1-new,3,,-279.696,Ir,6,77,135,8.54,192.217,122,22.5622,54,2.2,9.96,9,65,65,213,-0.703,9,35,7,none,none,2,Pp
208,1-new,Pt@1-new,3,,-278.228,Pt,6,78,135,9.1,195.084,123,21.5,48,2.2,10.16,10,69,68,213,-1.229,10,35,7,none,none,2,Pp
209,1-new,Au@1-new,3,,-272.972,Au,6,79,135,10.2,196.966569,124,19.3,36,2.4,11.33,11,73,70,214,-2.867,11,35,7,none,none,2,Pp
210,1-new,Hg@1-new,3,,-269.507,Hg,6,80,150,14.8,200.592,133,13.5336,33.91,1.9,10.44,12,79,74,223,-5.58,12,35,7,none,none,2,Pp
211,1-Cl,Sc@1-Cl,3,,-272.1752061,Sc,4,21,160,15,44.955908,148,2.99,97,1.36,7.042,3,11,20,215,3.061,3,35,7,Cl,none,2,Pp
212,1-Cl,Ti@1-Cl,3,,-272.3674041,Ti,4,22,140,10.6,47.867,136,4.506,100,1.54,8.17,4,43,51,211,2.803,4,35,7,Cl,none,2,Pp
213,1-Cl,V@1-Cl,3,,-272.9140683,V,4,23,135,8.35,50.9415,134,6,87,1.63,9.063,5,47,54,207,3.743,5,35,7,Cl,none,2,Pp
214,1-Cl,Cr@1-Cl,3,,-273.6201021,Cr,4,24,140,7.23,51.9961,122,7.15,83,1.66,9.77,6,51,57,206,2.67,6,35,7,Cl,none,2,Pp
215,1-Cl,Mn@1-Cl,3,,-272.6760825,Mn,4,25,140,7.39,54.938044,119,7.3,68,1.55,10.34,7,55,60,205,1.482,7,35,7,Cl,none,2,Pp
216,1-Cl,Fe@1-Cl,3,,-271.2043102,Fe,4,26,140,7.1,55.845,115.9,7.87,62,1.83,10.64,8,59,61,204,1.43,8,35,7,Cl,none,2,Pp
217,1-Cl,Co@1-Cl,3,,-270.1962995,Co,4,27,135,6.7,58.933194,111,8.86,55,1.88,10.86,9,63,64,200,0.67,9,35,7,Cl,none,2,Pp
218,1-Cl,Ni@1-Cl,3,,-268.9233649,Ni,4,28,135,6.6,58.6934,110,8.9,49,1.91,11.13,10,67,67,197,0.203,10,35,7,Cl,none,2,Pp
219,1-Cl,Cu@1-Cl,3,,-266.1889289,Cu,4,29,135,7.1,63.546,112,8.96,46.5,1.9,10.96,11,71,72,196,-1.6,11,35,7,Cl,none,2,Pp
220,1-Cl,Zn@1-Cl,3,,-264.849901,Zn,4,30,135,9.2,65.38,118,7.134,38.67,1.65,9.395,12,77,76,201,3.711,12,35,7,Cl,none,2,Pp
221,1-Cl,Y@1-Cl,3,,-272.2500585,Y,5,39,180,19.8,88.90584,163,4.47,162,1.22,6.631,3,12,19,232,1.256,3,35,7,Cl,none,2,Pp
222,1-Cl,Zr@1-Cl,3,,-272.6508333,Zr,5,40,155,14.1,91.224,154,6.52,112,1.33,7.808,4,44,49,223,5.402,4,35,7,Cl,none,2,Pp
223,1-Cl,Nb@1-Cl,3,,-272.9517479,Nb,5,41,145,10.8,92.90637,147,8.57,98,1.6,8.34,5,48,52,218,0.969,5,35,7,Cl,none,2,Pp
224,1-Cl,Mo@1-Cl,3,,-273.3657535,Mo,5,42,145,9.4,95.95,138,10.2,87,2.16,8.71,6,52,55,217,1.54,6,35,7,Cl,none,2,Pp
225,1-Cl,Tc@1-Cl,3,,-272.5879284,Tc,5,43,135,8.5,97.90721,128,11,79,2.1,8.94,7,56,58,216,1.436,7,35,7,Cl,none,2,Pp
226,1-Cl,Ru@1-Cl,3,,-271.2829713,Ru,5,44,130,8.3,101.07,125,12.1,72,2.2,9.1,8,60,63,213,0.526,8,35,7,Cl,none,2,Pp
227,1-Cl,Rh@1-Cl,3,,-270.0571366,Rh,5,45,135,8.3,102.9055,125,12.4,66,2.28,9.259,9,64,66,210,-0.229,9,35,7,Cl,none,2,Pp
228,1-Cl,Pd@1-Cl,3,,-268.5683111,Pd,5,46,140,8.9,106.42,120,12,26.14,2.2,9.402,10,68,69,210,-0.296,10,35,7,Cl,none,2,Pp
229,1-Cl,Ag@1-Cl,3,,-264.5290012,Ag,5,47,160,10.3,107.8682,128,10.5,55,1.93,11.05,11,72,71,211,-3.212,11,35,7,Cl,none,2,Pp
230,1-Cl,Cd@1-Cl,3,,-263.7966494,Cd,5,48,155,13.1,112.414,136,8.69,46,1.69,8.995,12,78,75,218,-1.583,12,35,7,Cl,none,2,Pp
231,1-Cl,Lu@1-Cl,3,,-270.0318536,Lu,6,71,175,17.8,174.9668,162,9.84,137,1,6.455,3,41,21,224,2.676,3,35,7,Cl,none,2,Pp
232,1-Cl,Hf@1-Cl,3,,-274.1614085,Hf,6,72,155,13.6,178.49,152,13.3,103,1.3,6.83,4,45,50,223,3.425,4,35,7,Cl,none,2,Pp
233,1-Cl,Ta@1-Cl,3,,-274.3877887,Ta,6,73,145,10.9,180.94788,146,16.4,74,1.5,7.93,5,49,53,222,3.3,5,35,7,Cl,none,2,Pp
234,1-Cl,W@1-Cl,3,,-274.6436525,W,6,74,135,9.53,183.84,137,19.3,68,1.7,8.67,6,53,56,218,1.676,6,35,7,Cl,none,2,Pp
235,1-Cl,Re@1-Cl,3,,-273.8226289,Re,6,75,135,8.85,186.207,131,20.8,62,1.9,9.46,7,57,59,216,5.732,7,35,7,Cl,none,2,Pp
236,1-Cl,Os@1-Cl,3,,-272.5193581,Os,6,76,130,8.43,190.23,129,22.5872,57,2.2,9.78,8,61,62,216,-0.268,8,35,7,Cl,none,2,Pp
237,1-Cl,Ir@1-Cl,3,,-271.5810399,Ir,6,77,135,8.54,192.217,122,22.5622,54,2.2,9.96,9,65,65,213,-0.703,9,35,7,Cl,none,2,Pp
238,1-Cl,Pt@1-Cl,3,,-269.8911761,Pt,6,78,135,9.1,195.084,123,21.5,48,2.2,10.16,10,69,68,213,-1.229,10,35,7,Cl,none,2,Pp
239,1-Cl,Au@1-Cl,3,,-264.9254912,Au,6,79,135,10.2,196.966569,124,19.3,36,2.4,11.33,11,73,70,214,-2.867,11,35,7,Cl,none,2,Pp
240,1-Cl,Hg@1-Cl,3,,-261.6977667,Hg,6,80,150,14.8,200.592,133,13.5336,33.91,1.9,10.44,12,79,74,223,-5.58,12,35,7,Cl,none,2,Pp
241,1-F,Sc@1-F,3,,-279.5998145,Sc,4,21,160,15,44.955908,148,2.99,97,1.36,7.042,3,11,20,215,3.061,3,35,7,F,none,2,Pp
242,1-F,Ti@1-F,3,,-280.0198669,Ti,4,22,140,10.6,47.867,136,4.506,100,1.54,8.17,4,43,51,211,2.803,4,35,7,F,none,2,Pp
243,1-F,V@1-F,3,,-280.6242929,V,4,23,135,8.35,50.9415,134,6,87,1.63,9.063,5,47,54,207,3.743,5,35,7,F,none,2,Pp
244,1-F,Cr@1-F,3,,-281.5109193,Cr,4,24,140,7.23,51.9961,122,7.15,83,1.66,9.77,6,51,57,206,2.67,6,35,7,F,none,2,Pp
245,1-F,Mn@1-F,3,,-280.4233048,Mn,4,25,140,7.39,54.938044,119,7.3,68,1.55,10.34,7,55,60,205,1.482,7,35,7,F,none,2,Pp
246,1-F,Fe@1-F,3,,-278.9916449,Fe,4,26,140,7.1,55.845,115.9,7.87,62,1.83,10.64,8,59,61,204,1.43,8,35,7,F,none,2,Pp
247,1-F,Co@1-F,3,,-271.51062,Co,4,27,135,6.7,58.933194,111,8.86,55,1.88,10.86,9,63,64,200,0.67,9,35,7,F,none,2,Pp
248,1-F,Ni@1-F,3,,-276.3608977,Ni,4,28,135,6.6,58.6934,110,8.9,49,1.91,11.13,10,67,67,197,0.203,10,35,7,F,none,2,Pp
249,1-F,Cu@1-F,3,,-274.1194149,Cu,4,29,135,7.1,63.546,112,8.96,46.5,1.9,10.96,11,71,72,196,-1.6,11,35,7,F,none,2,Pp
250,1-F,Zn@1-F,3,,-272.7215455,Zn,4,30,135,9.2,65.38,118,7.134,38.67,1.65,9.395,12,77,76,201,3.711,12,35,7,F,none,2,Pp
251,1-F,Y@1-F,3,,-279.6384925,Y,5,39,180,19.8,88.90584,163,4.47,162,1.22,6.631,3,12,19,232,1.256,3,35,7,F,none,2,Pp
252,1-F,Zr@1-F,3,,-280.1952124,Zr,5,40,155,14.1,91.224,154,6.52,112,1.33,7.808,4,44,49,223,5.402,4,35,7,F,none,2,Pp
253,1-F,Nb@1-F,3,,-280.5631706,Nb,5,41,145,10.8,92.90637,147,8.57,98,1.6,8.34,5,48,52,218,0.969,5,35,7,F,none,2,Pp
254,1-F,Mo@1-F,3,,-281.0151451,Mo,5,42,145,9.4,95.95,138,10.2,87,2.16,8.71,6,52,55,217,1.54,6,35,7,F,none,2,Pp
255,1-F,Tc@1-F,3,,-280.2737837,Tc,5,43,135,8.5,97.90721,128,11,79,2.1,8.94,7,56,58,216,1.436,7,35,7,F,none,2,Pp
256,1-F,Ru@1-F,3,,-279.1955449,Ru,5,44,130,8.3,101.07,125,12.1,72,2.2,9.1,8,60,63,213,0.526,8,35,7,F,none,2,Pp
257,1-F,Rh@1-F,3,,-277.9920272,Rh,5,45,135,8.3,102.9055,125,12.4,66,2.28,9.259,9,64,66,210,-0.229,9,35,7,F,none,2,Pp
258,1-F,Pd@1-F,3,,-276.4953942,Pd,5,46,140,8.9,106.42,120,12,26.14,2.2,9.402,10,68,69,210,-0.296,10,35,7,F,none,2,Pp
259,1-F,Ag@1-F,3,,-272.1900689,Ag,5,47,160,10.3,107.8682,128,10.5,55,1.93,11.05,11,72,71,211,-3.212,11,35,7,F,none,2,Pp
260,1-F,Cd@1-F,3,,-271.4671288,Cd,5,48,155,13.1,112.414,136,8.69,46,1.69,8.995,12,78,75,218,-1.583,12,35,7,F,none,2,Pp
261,1-F,Lu@1-F,3,,-277.7015838,Lu,6,71,175,17.8,174.9668,162,9.84,137,1,6.455,3,41,21,224,2.676,3,35,7,F,none,2,Pp
262,1-F,Hf@1-F,3,,-281.7176022,Hf,6,72,155,13.6,178.49,152,13.3,103,1.3,6.83,4,45,50,223,3.425,4,35,7,F,none,2,Pp
263,1-F,Ta@1-F,3,,-281.9947633,Ta,6,73,145,10.9,180.94788,146,16.4,74,1.5,7.93,5,49,53,222,3.3,5,35,7,F,none,2,Pp
264,1-F,W@1-F,3,,-282.2982556,W,6,74,135,9.53,183.84,137,19.3,68,1.7,8.67,6,53,56,218,1.676,6,35,7,F,none,2,Pp
265,1-F,Re@1-F,3,,-281.5129536,Re,6,75,135,8.85,186.207,131,20.8,62,1.9,9.46,7,57,59,216,5.732,7,35,7,F,none,2,Pp
266,1-F,Os@1-F,3,,-280.4372362,Os,6,76,130,8.43,190.23,129,22.5872,57,2.2,9.78,8,61,62,216,-0.268,8,35,7,F,none,2,Pp
267,1-F,Ir@1-F,3,,-279.3367747,Ir,6,77,135,8.54,192.217,122,22.5622,54,2.2,9.96,9,65,65,213,-0.703,9,35,7,F,none,2,Pp
268,1-F,Pt@1-F,3,,-277.8422768,Pt,6,78,135,9.1,195.084,123,21.5,48,2.2,10.16,10,69,68,213,-1.229,10,35,7,F,none,2,Pp
269,1-F,Au@1-F,3,,-272.6769064,Au,6,79,135,10.2,196.966569,124,19.3,36,2.4,11.33,11,73,70,214,-2.867,11,35,7,F,none,2,Pp
270,1-F,Hg@1-F,3,,-269.324583,Hg,6,80,150,14.8,200.592,133,13.5336,33.91,1.9,10.44,12,79,74,223,-5.58,12,35,7,F,none,2,Pp
271,1-NH2,Sc@1-NH2,3,,-327.9439865,Sc,4,21,160,15,44.955908,148,2.99,97,1.36,7.042,3,11,20,215,3.061,3,43,7,NH2,none,2,Pp
272,1-NH2,Ti@1-NH2,3,,-328.7234284,Ti,4,22,140,10.6,47.867,136,4.506,100,1.54,8.17,4,43,51,211,2.803,4,43,7,NH2,none,2,Pp
273,1-NH2,V@1-NH2,3,,-329.3309416,V,4,23,135,8.35,50.9415,134,6,87,1.63,9.063,5,47,54,207,3.743,5,43,7,NH2,none,2,Pp
274,1-NH2,Cr@1-NH2,3,,-330.1603489,Cr,4,24,140,7.23,51.9961,122,7.15,83,1.66,9.77,6,51,57,206,2.67,6,43,7,NH2,none,2,Pp
275,1-NH2,Mn@1-NH2,3,,-329.1621732,Mn,4,25,140,7.39,54.938044,119,7.3,68,1.55,10.34,7,55,60,205,1.482,7,43,7,NH2,none,2,Pp
276,1-NH2,Fe@1-NH2,3,,-327.7836636,Fe,4,26,140,7.1,55.845,115.9,7.87,62,1.83,10.64,8,59,61,204,1.43,8,43,7,NH2,none,2,Pp
277,1-NH2,Co@1-NH2,3,,-326.488346,Co,4,27,135,6.7,58.933194,111,8.86,55,1.88,10.86,9,63,64,200,0.67,9,43,7,NH2,none,2,Pp
278,1-NH2,Ni@1-NH2,3,,-324.7187106,Ni,4,28,135,6.6,58.6934,110,8.9,49,1.91,11.13,10,67,67,197,0.203,10,43,7,NH2,none,2,Pp
279,1-NH2,Cu@1-NH2,3,,-322.8606471,Cu,4,29,135,7.1,63.546,112,8.96,46.5,1.9,10.96,11,71,72,196,-1.6,11,43,7,NH2,none,2,Pp
280,1-NH2,Zn@1-NH2,3,,-321.368203,Zn,4,30,135,9.2,65.38,118,7.134,38.67,1.65,9.395,12,77,76,201,3.711,12,43,7,NH2,none,2,Pp
281,1-NH2,Y@1-NH2,3,,-328.2173719,Y,5,39,180,19.8,88.90584,163,4.47,162,1.22,6.631,3,12,19,232,1.256,3,43,7,NH2,none,2,Pp
282,1-NH2,Zr@1-NH2,3,,-328.6731174,Zr,5,40,155,14.1,91.224,154,6.52,112,1.33,7.808,4,44,49,223,5.402,4,43,7,NH2,none,2,Pp
283,1-NH2,Nb@1-NH2,3,,-328.9683678,Nb,5,41,145,10.8,92.90637,147,8.57,98,1.6,8.34,5,48,52,218,0.969,5,43,7,NH2,none,2,Pp
284,1-NH2,Mo@1-NH2,3,,-329.3862874,Mo,5,42,145,9.4,95.95,138,10.2,87,2.16,8.71,6,52,55,217,1.54,6,43,7,NH2,none,2,Pp
285,1-NH2,Tc@1-NH2,3,,-329.0176251,Tc,5,43,135,8.5,97.90721,128,11,79,2.1,8.94,7,56,58,216,1.436,7,43,7,NH2,none,2,Pp
286,1-NH2,Ru@1-NH2,3,,-328.008528,Ru,5,44,130,8.3,101.07,125,12.1,72,2.2,9.1,8,60,63,213,0.526,8,43,7,NH2,none,2,Pp
287,1-NH2,Rh@1-NH2,3,,-327.0381469,Rh,5,45,135,8.3,102.9055,125,12.4,66,2.28,9.259,9,64,66,210,-0.229,9,43,7,NH2,none,2,Pp
288,1-NH2,Pd@1-NH2,3,,-325.190259,Pd,5,46,140,8.9,106.42,120,12,26.14,2.2,9.402,10,68,69,210,-0.296,10,43,7,NH2,none,2,Pp
289,1-NH2,Ag@1-NH2,3,,-320.9533489,Ag,5,47,160,10.3,107.8682,128,10.5,55,1.93,11.05,11,72,71,211,-3.212,11,43,7,NH2,none,2,Pp
290,1-NH2,Cd@1-NH2,3,,-320.0985143,Cd,5,48,155,13.1,112.414,136,8.69,46,1.69,8.995,12,78,75,218,-1.583,12,43,7,NH2,none,2,Pp
291,1-NH2,Lu@1-NH2,3,,-326.0276207,Lu,6,71,175,17.8,174.9668,162,9.84,137,1,6.455,3,41,21,224,2.676,3,43,7,NH2,none,2,Pp
292,1-NH2,Hf@1-NH2,3,,-330.4229533,Hf,6,72,155,13.6,178.49,152,13.3,103,1.3,6.83,4,45,50,223,3.425,4,43,7,NH2,none,2,Pp
293,1-NH2,Ta@1-NH2,3,,-330.7239312,Ta,6,73,145,10.9,180.94788,146,16.4,74,1.5,7.93,5,49,53,222,3.3,5,43,7,NH2,none,2,Pp
294,1-NH2,W@1-NH2,3,,-330.6815151,W,6,74,135,9.53,183.84,137,19.3,68,1.7,8.67,6,53,56,218,1.676,6,43,7,NH2,none,2,Pp
295,1-NH2,Re@1-NH2,3,,-329.9076361,Re,6,75,135,8.85,186.207,131,20.8,62,1.9,9.46,7,57,59,216,5.732,7,43,7,NH2,none,2,Pp
296,1-NH2,Os@1-NH2,3,,-329.2422799,Os,6,76,130,8.43,190.23,129,22.5872,57,2.2,9.78,8,61,62,216,-0.268,8,43,7,NH2,none,2,Pp
297,1-NH2,Ir@1-NH2,3,,-328.3016761,Ir,6,77,135,8.54,192.217,122,22.5622,54,2.2,9.96,9,65,65,213,-0.703,9,43,7,NH2,none,2,Pp
298,1-NH2,Pt@1-NH2,3,,-326.5568642,Pt,6,78,135,9.1,195.084,123,21.5,48,2.2,10.16,10,69,68,213,-1.229,10,43,7,NH2,none,2,Pp
299,1-NH2,Au@1-NH2,3,,-321.3928978,Au,6,79,135,10.2,196.966569,124,19.3,36,2.4,11.33,11,73,70,214,-2.867,11,43,7,NH2,none,2,Pp
300,1-NH2,Hg@1-NH2,3,,-318.0028447,Hg,6,80,150,14.8,200.592,133,13.5336,33.91,1.9,10.44,12,79,74,223,-5.58,12,43,7,NH2,none,2,Pp
301,1-OH,Sc@1-OH,3,,-306.5902562,Sc,4,21,160,15,44.955908,148,2.99,97,1.36,7.042,3,11,20,215,3.061,3,39,7,OH,none,2,Pp
302,1-OH,Ti@1-OH,3,,-307.0552144,Ti,4,22,140,10.6,47.867,136,4.506,100,1.54,8.17,4,43,51,211,2.803,4,39,7,OH,none,2,Pp
303,1-OH,V@1-OH,3,,-307.6567169,V,4,23,135,8.35,50.9415,134,6,87,1.63,9.063,5,47,54,207,3.743,5,39,7,OH,none,2,Pp
304,1-OH,Cr@1-OH,3,,-308.5376223,Cr,4,24,140,7.23,51.9961,122,7.15,83,1.66,9.77,6,51,57,206,2.67,6,39,7,OH,none,2,Pp
305,1-OH,Mn@1-OH,3,,-307.5264584,Mn,4,25,140,7.39,54.938044,119,7.3,68,1.55,10.34,7,55,60,205,1.482,7,39,7,OH,none,2,Pp
306,1-OH,Fe@1-OH,3,,-306.1025661,Fe,4,26,140,7.1,55.845,115.9,7.87,62,1.83,10.64,8,59,61,204,1.43,8,39,7,OH,none,2,Pp
307,1-OH,Co@1-OH,3,,-304.7845875,Co,4,27,135,6.7,58.933194,111,8.86,55,1.88,10.86,9,63,64,200,0.67,9,39,7,OH,none,2,Pp
308,1-OH,Ni@1-OH,3,,-303.4972681,Ni,4,28,135,6.6,58.6934,110,8.9,49,1.91,11.13,10,67,67,197,0.203,10,39,7,OH,none,2,Pp
309,1-OH,Cu@1-OH,3,,-301.1808227,Cu,4,29,135,7.1,63.546,112,8.96,46.5,1.9,10.96,11,71,72,196,-1.6,11,39,7,OH,none,2,Pp
310,1-OH,Zn@1-OH,3,,-299.7358786,Zn,4,30,135,9.2,65.38,118,7.134,38.67,1.65,9.395,12,77,76,201,3.711,12,39,7,OH,none,2,Pp
311,1-OH,Y@1-OH,3,,-306.6181622,Y,5,39,180,19.8,88.90584,163,4.47,162,1.22,6.631,3,12,19,232,1.256,3,39,7,OH,none,2,Pp
312,1-OH,Zr@1-OH,3,,-307.2232488,Zr,5,40,155,14.1,91.224,154,6.52,112,1.33,7.808,4,44,49,223,5.402,4,39,7,OH,none,2,Pp
313,1-OH,Nb@1-OH,3,,-307.5621401,Nb,5,41,145,10.8,92.90637,147,8.57,98,1.6,8.34,5,48,52,218,0.969,5,39,7,OH,none,2,Pp
314,1-OH,Mo@1-OH,3,,-308.0152136,Mo,5,42,145,9.4,95.95,138,10.2,87,2.16,8.71,6,52,55,217,1.54,6,39,7,OH,none,2,Pp
315,1-OH,Tc@1-OH,3,,-307.335332,Tc,5,43,135,8.5,97.90721,128,11,79,2.1,8.94,7,56,58,216,1.436,7,39,7,OH,none,2,Pp
316,1-OH,Ru@1-OH,3,,-306.2739139,Ru,5,44,130,8.3,101.07,125,12.1,72,2.2,9.1,8,60,63,213,0.526,8,39,7,OH,none,2,Pp
317,1-OH,Rh@1-OH,3,,-305.1763546,Rh,5,45,135,8.3,102.9055,125,12.4,66,2.28,9.259,9,64,66,210,-0.229,9,39,7,OH,none,2,Pp
318,1-OH,Pd@1-OH,3,,-303.5582232,Pd,5,46,140,8.9,106.42,120,12,26.14,2.2,9.402,10,68,69,210,-0.296,10,39,7,OH,none,2,Pp
319,1-OH,Ag@1-OH,3,,-299.2785247,Ag,5,47,160,10.3,107.8682,128,10.5,55,1.93,11.05,11,72,71,211,-3.212,11,39,7,OH,none,2,Pp
320,1-OH,Cd@1-OH,3,,-298.4082205,Cd,5,48,155,13.1,112.414,136,8.69,46,1.69,8.995,12,78,75,218,-1.583,12,39,7,OH,none,2,Pp
321,1-OH,Lu@1-OH,3,,-304.6865754,Lu,6,71,175,17.8,174.9668,162,9.84,137,1,6.455,3,41,21,224,2.676,3,39,7,OH,none,2,Pp
322,1-OH,Hf@1-OH,3,,-308.7456172,Hf,6,72,155,13.6,178.49,152,13.3,103,1.3,6.83,4,45,50,223,3.425,4,39,7,OH,none,2,Pp
323,1-OH,Ta@1-OH,3,,-309.0552253,Ta,6,73,145,10.9,180.94788,146,16.4,74,1.5,7.93,5,49,53,222,3.3,5,39,7,OH,none,2,Pp
324,1-OH,W@1-OH,3,,-309.3203893,W,6,74,135,9.53,183.84,137,19.3,68,1.7,8.67,6,53,56,218,1.676,6,39,7,OH,none,2,Pp
325,1-OH,Re@1-OH,3,,-308.5793801,Re,6,75,135,8.85,186.207,131,20.8,62,1.9,9.46,7,57,59,216,5.732,7,39,7,OH,none,2,Pp
326,1-OH,Os@1-OH,3,,-307.5144818,Os,6,76,130,8.43,190.23,129,22.5872,57,2.2,9.78,8,61,62,216,-0.268,8,39,7,OH,none,2,Pp
327,1-OH,Ir@1-OH,3,,-306.473911,Ir,6,77,135,8.54,192.217,122,22.5622,54,2.2,9.96,9,65,65,213,-0.703,9,39,7,OH,none,2,Pp
328,1-OH,Pt@1-OH,3,,-304.9281001,Pt,6,78,135,9.1,195.084,123,21.5,48,2.2,10.16,10,69,68,213,-1.229,10,39,7,OH,none,2,Pp
