num,base,name,KPOINTS,traning_data,E-opt,TM,period,atomic_number,atomic_radius,atomic_volume,atomic_weight,covalent_radius_pyykko,density,dipole_polarizability,electronegativity,en_allen,group_id,mendeleev_number,pettifor_number,vdw_radius,d_center,valence_ele,all_atom,path_atom,modifications_ring,modifications_chain,N_number_chain,Conjugate_structure
329,1-OH,Au@1-OH,3,,-299.6838025,Au,6,79,135,10.2,196.966569,124,19.3,36,2.4,11.33,11,73,70,214,-2.867,11,39,7,OH,none,2,Pp
330,1-OH,Hg@1-OH,3,,-296.2604647,Hg,6,80,150,14.8,200.592,133,13.5336,33.91,1.9,10.44,12,79,74,223,-5.58,12,39,7,OH,none,2,Pp
331,2-new,Sc@2-new,3,,-317.5674065,Sc,4,21,160,15,44.955908,148,2.99,97,1.36,7.042,3,11,20,215,3.061,3,41,10,none,none,0,Pp
332,2-new,Ti@2-new,3,,-317.826793,Ti,4,22,140,10.6,47.867,136,4.506,100,1.54,8.17,4,43,51,211,2.803,4,41,10,none,none,0,Pp
333,2-new,V@2-new,3,,-318.2578358,V,4,23,135,8.35,50.9415,134,6,87,1.63,9.063,5,47,54,207,3.743,5,41,10,none,none,0,Pp
334,2-new,Cr@2-new,3,,-319.1246037,Cr,4,24,140,7.23,51.9961,122,7.15,83,1.66,9.77,6,51,57,206,2.67,6,41,10,none,none,0,Pp
335,2-new,Mn@2-new,3,,-318.1670703,Mn,4,25,140,7.39,54.938044,119,7.3,68,1.55,10.34,7,55,60,205,1.482,7,41,10,none,none,0,Pp
336,2-new,Fe@2-new,3,,-316.6677521,Fe,4,26,140,7.1,55.845,115.9,7.87,62,1.83,10.64,8,59,61,204,1.43,8,41,10,none,none,0,Pp
337,2-new,Co@2-new,3,,-315.3458645,Co,4,27,135,6.7,58.933194,111,8.86,55,1.88,10.86,9,63,64,200,0.67,9,41,10,none,none,0,Pp
338,2-new,Ni@2-new,3,,-314.1067661,Ni,4,28,135,6.6,58.6934,110,8.9,49,1.91,11.13,10,67,67,197,0.203,10,41,10,none,none,0,Pp
339,2-new,Cu@2-new,3,,-311.7591444,Cu,4,29,135,7.1,63.546,112,8.96,46.5,1.9,10.96,11,71,72,196,-1.6,11,41,10,none,none,0,Pp
340,2-new,Zn@2-new,3,,-310.2788868,Zn,4,30,135,9.2,65.38,118,7.134,38.67,1.65,9.395,12,77,76,201,3.711,12,41,10,none,none,0,Pp
341,2-new,Y@2-new,3,,-317.7187618,Y,5,39,180,19.8,88.90584,163,4.47,162,1.22,6.631,3,12,19,232,1.256,3,41,10,none,none,0,Pp
342,2-new,Zr@2-new,3,,-318.2958548,Zr,5,40,155,14.1,91.224,154,6.52,112,1.33,7.808,4,44,49,223,5.402,4,41,10,none,none,0,Pp
343,2-new,Nb@2-new,3,,-318.2675253,Nb,5,41,145,10.8,92.90637,147,8.57,98,1.6,8.34,5,48,52,218,0.969,5,41,10,none,none,0,Pp
344,2-new,Mo@2-new,3,,-318.5427587,Mo,5,42,145,9.4,95.95,138,10.2,87,2.16,8.71,6,52,55,217,1.54,6,41,10,none,none,0,Pp
345,2-new,Tc@2-new,3,,-317.7377931,Tc,5,43,135,8.5,97.90721,128,11,79,2.1,8.94,7,56,58,216,1.436,7,41,10,none,none,0,Pp
346,2-new,Ru@2-new,3,,-316.5455002,Ru,5,44,130,8.3,101.07,125,12.1,72,2.2,9.1,8,60,63,213,0.526,8,41,10,none,none,0,Pp
347,2-new,Rh@2-new,3,,-315.3494721,Rh,5,45,135,8.3,102.9055,125,12.4,66,2.28,9.259,9,64,66,210,-0.229,9,41,10,none,none,0,Pp
348,2-new,Pd@2-new,3,,-314.0692225,Pd,5,46,140,8.9,106.42,120,12,26.14,2.2,9.402,10,68,69,210,-0.296,10,41,10,none,none,0,Pp
349,2-new,Ag@2-new,3,,-309.7290657,Ag,5,47,160,10.3,107.8682,128,10.5,55,1.93,11.05,11,72,71,211,-3.212,11,41,10,none,none,0,Pp
350,2-new,Cd@2-new,3,,-308.8122666,Cd,5,48,155,13.1,112.414,136,8.69,46,1.69,8.995,12,78,75,218,-1.583,12,41,10,none,none,0,Pp
351,2-new,Lu@2-new,3,,-315.8016427,Lu,6,71,175,17.8,174.9668,162,9.84,137,1,6.455,3,41,21,224,2.676,3,41,10,none,none,0,Pp
352,2-new,Hf@2-new,3,,-319.8301965,Hf,6,72,155,13.6,178.49,152,13.3,103,1.3,6.83,4,45,50,223,3.425,4,41,10,none,none,0,Pp
353,2-new,Ta@2-new,3,,-319.7221371,Ta,6,73,145,10.9,180.94788,146,16.4,74,1.5,7.93,5,49,53,222,3.3,5,41,10,none,none,0,Pp
354,2-new,W@2-new,3,,-319.9063678,W,6,74,135,9.53,183.84,137,19.3,68,1.7,8.67,6,53,56,218,1.676,6,41,10,none,none,0,Pp
355,2-new,Re@2-new,3,,-318.9993349,Re,6,75,135,8.85,186.207,131,20.8,62,1.9,9.46,7,57,59,216,5.732,7,41,10,none,none,0,Pp
356,2-new,Os@2-new,3,,-317.9615482,Os,6,76,130,8.43,190.23,129,22.5872,57,2.2,9.78,8,61,62,216,-0.268,8,41,10,none,none,0,Pp
357,2-new,Ir@2-new,3,,-316.6716635,Ir,6,77,135,8.54,192.217,122,22.5622,54,2.2,9.96,9,65,65,213,-0.703,9,41,10,none,none,0,Pp
358,2-new,Pt@2-new,3,,-315.380231,Pt,6,78,135,9.1,195.084,123,21.5,48,2.2,10.16,10,69,68,213,-1.229,10,41,10,none,none,0,Pp
359,2-new,Au@2-new,3,,-310.5093647,Au,6,79,135,10.2,196.966569,124,19.3,36,2.4,11.33,11,73,70,214,-2.867,11,41,10,none,none,0,Pp
360,2-new,Hg@2-new,3,,-306.6135679,Hg,6,80,150,14.8,200.592,133,13.5336,33.91,1.9,10.44,12,79,74,223,-5.58,12,41,10,none,none,0,Pp
361,2-CH3,Sc@2-CH3,3,,-450.3755935,Sc,4,21,160,15,44.955908,148,2.99,97,1.36,7.042,3,11,20,215,3.061,3,65,10,CH3,none,0,Pp
362,2-CH3,Ti@2-CH3,3,,-450.5822405,Ti,4,22,140,10.6,47.867,136,4.506,100,1.54,8.17,4,43,51,211,2.803,4,65,10,CH3,none,0,Pp
363,2-CH3,V@2-CH3,3,,-450.9543355,V,4,23,135,8.35,50.9415,134,6,87,1.63,9.063,5,47,54,207,3.743,5,65,10,CH3,none,0,Pp
364,2-CH3,Cr@2-CH3,3,,-451.6483424,Cr,4,24,140,7.23,51.9961,122,7.15,83,1.66,9.77,6,51,57,206,2.67,6,65,10,CH3,none,0,Pp
365,2-CH3,Mn@2-CH3,3,,-450.7378916,Mn,4,25,140,7.39,54.938044,119,7.3,68,1.55,10.34,7,55,60,205,1.482,7,65,10,CH3,none,0,Pp
366,2-CH3,Fe@2-CH3,3,,-449.2700991,Fe,4,26,140,7.1,55.845,115.9,7.87,62,1.83,10.64,8,59,61,204,1.43,8,65,10,CH3,none,0,Pp
367,2-CH3,Co@2-CH3,3,,-447.8279382,Co,4,27,135,6.7,58.933194,111,8.86,55,1.88,10.86,9,63,64,200,0.67,9,65,10,CH3,none,0,Pp
368,2-CH3,Ni@2-CH3,3,,-446.583567,Ni,4,28,135,6.6,58.6934,110,8.9,49,1.91,11.13,10,67,67,197,0.203,10,65,10,CH3,none,0,Pp
369,2-CH3,Cu@2-CH3,3,,-444.236888,Cu,4,29,135,7.1,63.546,112,8.96,46.5,1.9,10.96,11,71,72,196,-1.6,11,65,10,CH3,none,0,Pp
370,2-CH3,Zn@2-CH3,3,,-442.8387806,Zn,4,30,135,9.2,65.38,118,7.134,38.67,1.65,9.395,12,77,76,201,3.711,12,65,10,CH3,none,0,Pp
371,2-CH3,Y@2-CH3,3,,-450.5762757,Y,5,39,180,19.8,88.90584,163,4.47,162,1.22,6.631,3,12,19,232,1.256,3,65,10,CH3,none,0,Pp
372,2-CH3,Zr@2-CH3,3,,-451.132533,Zr,5,40,155,14.1,91.224,154,6.52,112,1.33,7.808,4,44,49,223,5.402,4,65,10,CH3,none,0,Pp
373,2-CH3,Nb@2-CH3,3,,-451.1020316,Nb,5,41,145,10.8,92.90637,147,8.57,98,1.6,8.34,5,48,52,218,0.969,5,65,10,CH3,none,0,Pp
374,2-CH3,Mo@2-CH3,3,,-451.1845931,Mo,5,42,145,9.4,95.95,138,10.2,87,2.16,8.71,6,52,55,217,1.54,6,65,10,CH3,none,0,Pp
375,2-CH3,Tc@2-CH3,3,,-450.4228538,Tc,5,43,135,8.5,97.90721,128,11,79,2.1,8.94,7,56,58,216,1.436,7,65,10,CH3,none,0,Pp
376,2-CH3,Ru@2-CH3,3,,-449.0972651,Ru,5,44,130,8.3,101.07,125,12.1,72,2.2,9.1,8,60,63,213,0.526,8,65,10,CH3,none,0,Pp
377,2-CH3,Rh@2-CH3,3,,-447.9580754,Rh,5,45,135,8.3,102.9055,125,12.4,66,2.28,9.259,9,64,66,210,-0.229,9,65,10,CH3,none,0,Pp
378,2-CH3,Pd@2-CH3,3,,-446.637873,Pd,5,46,140,8.9,106.42,120,12,26.14,2.2,9.402,10,68,69,210,-0.296,10,65,10,CH3,none,0,Pp
379,2-CH3,Ag@2-CH3,3,,-442.3849417,Ag,5,47,160,10.3,107.8682,128,10.5,55,1.93,11.05,11,72,71,211,-3.212,11,65,10,CH3,none,0,Pp
380,2-CH3,Cd@2-CH3,3,,-441.5728586,Cd,5,48,155,13.1,112.414,136,8.69,46,1.69,8.995,12,78,75,218,-1.583,12,65,10,CH3,none,0,Pp
381,2-CH3,Lu@2-CH3,3,,-448.6455031,Lu,6,71,175,17.8,174.9668,162,9.84,137,1,6.455,3,41,21,224,2.676,3,65,10,CH3,none,0,Pp
382,2-CH3,Hf@2-CH3,3,,-452.6711273,Hf,6,72,155,13.6,178.49,152,13.3,103,1.3,6.83,4,45,50,223,3.425,4,65,10,CH3,none,0,Pp
383,2-CH3,Ta@2-CH3,3,,-452.5497058,Ta,6,73,145,10.9,180.94788,146,16.4,74,1.5,7.93,5,49,53,222,3.3,5,65,10,CH3,none,0,Pp
384,2-CH3,W@2-CH3,3,,-452.5859915,W,6,74,135,9.53,183.84,137,19.3,68,1.7,8.67,6,53,56,218,1.676,6,65,10,CH3,none,0,Pp
385,2-CH3,Re@2-CH3,3,,-451.6429383,Re,6,75,135,8.85,186.207,131,20.8,62,1.9,9.46,7,57,59,216,5.732,7,65,10,CH3,none,0,Pp
386,2-CH3,Os@2-CH3,3,,-450.6357116,Os,6,76,130,8.43,190.23,129,22.5872,57,2.2,9.78,8,61,62,216,-0.268,8,65,10,CH3,none,0,Pp
387,2-CH3,Ir@2-CH3,3,,-449.2913451,Ir,6,77,135,8.54,192.217,122,22.5622,54,2.2,9.96,9,65,65,213,-0.703,9,65,10,CH3,none,0,Pp
388,2-CH3,Pt@2-CH3,3,,-447.9261722,Pt,6,78,135,9.1,195.084,123,21.5,48,2.2,10.16,10,69,68,213,-1.229,10,65,10,CH3,none,0,Pp
389,2-CH3,Au@2-CH3,3,,-442.9444665,Au,6,79,135,10.2,196.966569,124,19.3,36,2.4,11.33,11,73,70,214,-2.867,11,65,10,CH3,none,0,Pp
390,2-CH3,Hg@2-CH3,3,,-439.4148585,Hg,6,80,150,14.8,200.592,133,13.5336,33.91,1.9,10.44,12,79,74,223,-5.58,12,65,10,CH3,none,0,Pp
391,2-Cl,Sc@2-Cl,3,,-304.3520056,Sc,4,21,160,15,44.955908,148,2.99,97,1.36,7.042,3,11,20,215,3.061,3,41,10,Cl,none,0,Pp
392,2-Cl,Ti@2-Cl,3,,-304.3128725,Ti,4,22,140,10.6,47.867,136,4.506,100,1.54,8.17,4,43,51,211,2.803,4,41,10,Cl,none,0,Pp
393,2-Cl,V@2-Cl,3,,-304.7352276,V,4,23,135,8.35,50.9415,134,6,87,1.63,9.063,5,47,54,207,3.743,5,41,10,Cl,none,0,Pp
394,2-Cl,Cr@2-Cl,3,,-305.4790215,Cr,4,24,140,7.23,51.9961,122,7.15,83,1.66,9.77,6,51,57,206,2.67,6,41,10,Cl,none,0,Pp
395,2-Cl,Mn@2-Cl,3,,-304.3945222,Mn,4,25,140,7.39,54.938044,119,7.3,68,1.55,10.34,7,55,60,205,1.482,7,41,10,Cl,none,0,Pp
396,2-Cl,Fe@2-Cl,3,,-302.9291837,Fe,4,26,140,7.1,55.845,115.9,7.87,62,1.83,10.64,8,59,61,204,1.43,8,41,10,Cl,none,0,Pp
397,2-Cl,Co@2-Cl,3,,-301.4616572,Co,4,27,135,6.7,58.933194,111,8.86,55,1.88,10.86,9,63,64,200,0.67,9,41,10,Cl,none,0,Pp
398,2-Cl,Ni@2-Cl,3,,-300.1728278,Ni,4,28,135,6.6,58.6934,110,8.9,49,1.91,11.13,10,67,67,197,0.203,10,41,10,Cl,none,0,Pp
399,2-Cl,Cu@2-Cl,3,,-297.9967373,Cu,4,29,135,7.1,63.546,112,8.96,46.5,1.9,10.96,11,71,72,196,-1.6,11,41,10,Cl,none,0,Pp
400,2-Cl,Zn@2-Cl,3,,-296.7113883,Zn,4,30,135,9.2,65.38,118,7.134,38.67,1.65,9.395,12,77,76,201,3.711,12,41,10,Cl,none,0,Pp
401,2-Cl,Y@2-Cl,3,,-304.8111848,Y,5,39,180,19.8,88.90584,163,4.47,162,1.22,6.631,3,12,19,232,1.256,3,41,10,Cl,none,0,Pp
402,2-Cl,Zr@2-Cl,3,,-305.3011423,Zr,5,40,155,14.1,91.224,154,6.52,112,1.33,7.808,4,44,49,223,5.402,4,41,10,Cl,none,0,Pp
403,2-Cl,Nb@2-Cl,3,,-304.8509924,Nb,5,41,145,10.8,92.90637,147,8.57,98,1.6,8.34,5,48,52,218,0.969,5,41,10,Cl,none,0,Pp
404,2-Cl,Mo@2-Cl,3,,-305.0539918,Mo,5,42,145,9.4,95.95,138,10.2,87,2.16,8.71,6,52,55,217,1.54,6,41,10,Cl,none,0,Pp
405,2-Cl,Tc@2-Cl,3,,-304.1810391,Tc,5,43,135,8.5,97.90721,128,11,79,2.1,8.94,7,56,58,216,1.436,7,41,10,Cl,none,0,Pp
406,2-Cl,Ru@2-Cl,3,,-302.9705352,Ru,5,44,130,8.3,101.07,125,12.1,72,2.2,9.1,8,60,63,213,0.526,8,41,10,Cl,none,0,Pp
407,2-Cl,Rh@2-Cl,3,,-301.7008608,Rh,5,45,135,8.3,102.9055,125,12.4,66,2.28,9.259,9,64,66,210,-0.229,9,41,10,Cl,none,0,Pp
408,2-Cl,Pd@2-Cl,3,,-300.3021409,Pd,5,46,140,8.9,106.42,120,12,26.14,2.2,9.402,10,68,69,210,-0.296,10,41,10,Cl,none,0,Pp
409,2-Cl,Ag@2-Cl,3,,-296.2810796,Ag,5,47,160,10.3,107.8682,128,10.5,55,1.93,11.05,11,72,71,211,-3.212,11,41,10,Cl,none,0,Pp
410,2-Cl,Cd@2-Cl,3,,-295.5390209,Cd,5,48,155,13.1,112.414,136,8.69,46,1.69,8.995,12,78,75,218,-1.583,12,41,10,Cl,none,0,Pp
411,2-Cl,Lu@2-Cl,3,,-302.826807,Lu,6,71,175,17.8,174.9668,162,9.84,137,1,6.455,3,41,21,224,2.676,3,41,10,Cl,none,0,Pp
412,2-Cl,Hf@2-Cl,3,,-306.5414787,Hf,6,72,155,13.6,178.49,152,13.3,103,1.3,6.83,4,45,50,223,3.425,4,41,10,Cl,none,0,Pp
413,2-Cl,Ta@2-Cl,3,,-306.2607397,Ta,6,73,145,10.9,180.94788,146,16.4,74,1.5,7.93,5,49,53,222,3.3,5,41,10,Cl,none,0,Pp
414,2-Cl,W@2-Cl,3,,-306.3509563,W,6,74,135,9.53,183.84,137,19.3,68,1.7,8.67,6,53,56,218,1.676,6,41,10,Cl,none,0,Pp
415,2-Cl,Re@2-Cl,3,,-305.3652989,Re,6,75,135,8.85,186.207,131,20.8,62,1.9,9.46,7,57,59,216,5.732,7,41,10,Cl,none,0,Pp
416,2-Cl,Os@2-Cl,3,,-304.1331807,Os,6,76,130,8.43,190.23,129,22.5872,57,2.2,9.78,8,61,62,216,-0.268,8,41,10,Cl,none,0,Pp
417,2-Cl,Ir@2-Cl,3,,-302.989444,Ir,6,77,135,8.54,192.217,122,22.5622,54,2.2,9.96,9,65,65,213,-0.703,9,41,10,Cl,none,0,Pp
418,2-Cl,Pt@2-Cl,3,,-301.5430893,Pt,6,78,135,9.1,195.084,123,21.5,48,2.2,10.16,10,69,68,213,-1.229,10,41,10,Cl,none,0,Pp
419,2-Cl,Au@2-Cl,3,,-296.7145757,Au,6,79,135,10.2,196.966569,124,19.3,36,2.4,11.33,11,73,70,214,-2.867,11,41,10,Cl,none,0,Pp
420,2-Cl,Hg@2-Cl,3,,-293.3908337,Hg,6,80,150,14.8,200.592,133,13.5336,33.91,1.9,10.44,12,79,74,223,-5.58,12,41,10,Cl,none,0,Pp
421,2-F,Sc@2-F,3,,-317.1343286,Sc,4,21,160,15,44.955908,148,2.99,97,1.36,7.042,3,11,20,215,3.061,3,41,10,F,none,0,Pp
422,2-F,Ti@2-F,3,,-317.354124,Ti,4,22,140,10.6,47.867,136,4.506,100,1.54,8.17,4,43,51,211,2.803,4,41,10,F,none,0,Pp
423,2-F,V@2-F,3,,-317.6636215,V,4,23,135,8.35,50.9415,134,6,87,1.63,9.063,5,47,54,207,3.743,5,41,10,F,none,0,Pp
424,2-F,Cr@2-F,3,,-318.5671949,Cr,4,24,140,7.23,51.9961,122,7.15,83,1.66,9.77,6,51,57,206,2.67,6,41,10,F,none,0,Pp
425,2-F,Mn@2-F,3,,-317.5338289,Mn,4,25,140,7.39,54.938044,119,7.3,68,1.55,10.34,7,55,60,205,1.482,7,41,10,F,none,0,Pp
426,2-F,Fe@2-F,3,,-316.0665925,Fe,4,26,140,7.1,55.845,115.9,7.87,62,1.83,10.64,8,59,61,204,1.43,8,41,10,F,none,0,Pp
427,2-F,Co@2-F,3,,-314.6782984,Co,4,27,135,6.7,58.933194,111,8.86,55,1.88,10.86,9,63,64,200,0.67,9,41,10,F,none,0,Pp
428,2-F,Ni@2-F,3,,-313.2052998,Ni,4,28,135,6.6,58.6934,110,8.9,49,1.91,11.13,10,67,67,197,0.203,10,41,10,F,none,0,Pp
429,2-F,Cu@2-F,3,,-311.0014974,Cu,4,29,135,7.1,63.546,112,8.96,46.5,1.9,10.96,11,71,72,196,-1.6,11,41,10,F,none,0,Pp
430,2-F,Zn@2-F,3,,-309.7591902,Zn,4,30,135,9.2,65.38,118,7.134,38.67,1.65,9.395,12,77,76,201,3.711,12,41,10,F,none,0,Pp
431,2-F,Y@2-F,3,,-317.2769108,Y,5,39,180,19.8,88.90584,163,4.47,162,1.22,6.631,3,12,19,232,1.256,3,41,10,F,none,0,Pp
432,2-F,Zr@2-F,3,,-317.7735364,Zr,5,40,155,14.1,91.224,154,6.52,112,1.33,7.808,4,44,49,223,5.402,4,41,10,F,none,0,Pp
433,2-F,Nb@2-F,3,,-317.8377108,Nb,5,41,145,10.8,92.90637,147,8.57,98,1.6,8.34,5,48,52,218,0.969,5,41,10,F,none,0,Pp
434,2-F,Mo@2-F,3,,-318.0570205,Mo,5,42,145,9.4,95.95,138,10.2,87,2.16,8.71,6,52,55,217,1.54,6,41,10,F,none,0,Pp
435,2-F,Tc@2-F,3,,-317.2112877,Tc,5,43,135,8.5,97.90721,128,11,79,2.1,8.94,7,56,58,216,1.436,7,41,10,F,none,0,Pp
436,2-F,Ru@2-F,3,,-316.0318279,Ru,5,44,130,8.3,101.07,125,12.1,72,2.2,9.1,8,60,63,213,0.526,8,41,10,F,none,0,Pp
437,2-F,Rh@2-F,3,,-314.7966717,Rh,5,45,135,8.3,102.9055,125,12.4,66,2.28,9.259,9,64,66,210,-0.229,9,41,10,F,none,0,Pp
438,2-F,Pd@2-F,3,,-313.4095902,Pd,5,46,140,8.9,106.42,120,12,26.14,2.2,9.402,10,68,69,210,-0.296,10,41,10,F,none,0,Pp
439,2-F,Ag@2-F,3,,-309.1234617,Ag,5,47,160,10.3,107.8682,128,10.5,55,1.93,11.05,11,72,71,211,-3.212,11,41,10,F,none,0,Pp
440,2-F,Cd@2-F,3,,-308.4323359,Cd,5,48,155,13.1,112.414,136,8.69,46,1.69,8.995,12,78,75,218,-1.583,12,41,10,F,none,0,Pp
441,2-F,Lu@2-F,3,,-315.3489011,Lu,6,71,175,17.8,174.9668,162,9.84,137,1,6.455,3,41,21,224,2.676,3,41,10,F,none,0,Pp
442,2-F,Hf@2-F,3,,-319.3077719,Hf,6,72,155,13.6,178.49,152,13.3,103,1.3,6.83,4,45,50,223,3.425,4,41,10,F,none,0,Pp
443,2-F,Ta@2-F,3,,-319.2553695,Ta,6,73,145,10.9,180.94788,146,16.4,74,1.5,7.93,5,49,53,222,3.3,5,41,10,F,none,0,Pp
444,2-F,W@2-F,3,,-319.376624,W,6,74,135,9.53,183.84,137,19.3,68,1.7,8.67,6,53,56,218,1.676,6,41,10,F,none,0,Pp
445,2-F,Re@2-F,3,,-318.3878115,Re,6,75,135,8.85,186.207,131,20.8,62,1.9,9.46,7,57,59,216,5.732,7,41,10,F,none,0,Pp
446,2-F,Os@2-F,3,,-317.2087968,Os,6,76,130,8.43,190.23,129,22.5872,57,2.2,9.78,8,61,62,216,-0.268,8,41,10,F,none,0,Pp
447,2-F,Ir@2-F,3,,-316.091,Ir,6,77,135,8.54,192.217,122,22.5622,54,2.2,9.96,9,65,65,213,-0.703,9,41,10,F,none,0,Pp
448,2-F,Pt@2-F,3,,-314.4835093,Pt,6,78,135,9.1,195.084,123,21.5,48,2.2,10.16,10,69,68,213,-1.229,10,41,10,F,none,0,Pp
449,2-F,Au@2-F,3,,-309.5852638,Au,6,79,135,10.2,196.966569,124,19.3,36,2.4,11.33,11,73,70,214,-2.867,11,41,10,F,none,0,Pp
450,2-F,Hg@2-F,3,,-306.238606,Hg,6,80,150,14.8,200.592,133,13.5336,33.91,1.9,10.44,12,79,74,223,-5.58,12,41,10,F,none,0,Pp
451,2-NH2,Sc@2-NH2,3,,-414.81677,Sc,4,21,160,15,44.955908,148,2.99,97,1.36,7.042,3,11,20,215,3.061,3,57,10,NH2,none,0,Pp
452,2-NH2,Ti@2-NH2,3,,-415.2076507,Ti,4,22,140,10.6,47.867,136,4.506,100,1.54,8.17,4,43,51,211,2.803,4,57,10,NH2,none,0,Pp
453,2-NH2,V@2-NH2,3,,-415.5549981,V,4,23,135,8.35,50.9415,134,6,87,1.63,9.063,5,47,54,207,3.743,5,57,10,NH2,none,0,Pp
454,2-NH2,Cr@2-NH2,3,,-416.0203505,Cr,4,24,140,7.23,51.9961,122,7.15,83,1.66,9.77,6,51,57,206,2.67,6,57,10,NH2,none,0,Pp
455,2-NH2,Mn@2-NH2,3,,-415.1652313,Mn,4,25,140,7.39,54.938044,119,7.3,68,1.55,10.34,7,55,60,205,1.482,7,57,10,NH2,none,0,Pp
456,2-NH2,Fe@2-NH2,3,,-413.6166495,Fe,4,26,140,7.1,55.845,115.9,7.87,62,1.83,10.64,8,59,61,204,1.43,8,57,10,NH2,none,0,Pp
457,2-NH2,Co@2-NH2,3,,-412.3084101,Co,4,27,135,6.7,58.933194,111,8.86,55,1.88,10.86,9,63,64,200,0.67,9,57,10,NH2,none,0,Pp
458,2-NH2,Ni@2-NH2,3,,-410.8273611,Ni,4,28,135,6.6,58.6934,110,8.9,49,1.91,11.13,10,67,67,197,0.203,10,57,10,NH2,none,0,Pp
459,2-NH2,Cu@2-NH2,3,,-408.4570068,Cu,4,29,135,7.1,63.546,112,8.96,46.5,1.9,10.96,11,71,72,196,-1.6,11,57,10,NH2,none,0,Pp
460,2-NH2,Zn@2-NH2,3,,-407.1502669,Zn,4,30,135,9.2,65.38,118,7.134,38.67,1.65,9.395,12,77,76,201,3.711,12,57,10,NH2,none,0,Pp
461,2-NH2,Y@2-NH2,3,,-414.7466812,Y,5,39,180,19.8,88.90584,163,4.47,162,1.22,6.631,3,12,19,232,1.256,3,57,10,NH2,none,0,Pp
462,2-NH2,Zr@2-NH2,3,,-415.5578028,Zr,5,40,155,14.1,91.224,154,6.52,112,1.33,7.808,4,44,49,223,5.402,4,57,10,NH2,none,0,Pp
463,2-NH2,Nb@2-NH2,3,,-415.7127246,Nb,5,41,145,10.8,92.90637,147,8.57,98,1.6,8.34,5,48,52,218,0.969,5,57,10,NH2,none,0,Pp
464,2-NH2,Mo@2-NH2,3,,-415.6128802,Mo,5,42,145,9.4,95.95,138,10.2,87,2.16,8.71,6,52,55,217,1.54,6,57,10,NH2,none,0,Pp
465,2-NH2,Tc@2-NH2,3,,-414.8822726,Tc,5,43,135,8.5,97.90721,128,11,79,2.1,8.94,7,56,58,216,1.436,7,57,10,NH2,none,0,Pp
466,2-NH2,Ru@2-NH2,3,,-413.7833955,Ru,5,44,130,8.3,101.07,125,12.1,72,2.2,9.1,8,60,63,213,0.526,8,57,10,NH2,none,0,Pp
467,2-NH2,Rh@2-NH2,3,,-412.4914504,Rh,5,45,135,8.3,102.9055,125,12.4,66,2.28,9.259,9,64,66,210,-0.229,9,57,10,NH2,none,0,Pp
468,2-NH2,Pd@2-NH2,3,,-410.6375881,Pd,5,46,140,8.9,106.42,120,12,26.14,2.2,9.402,10,68,69,210,-0.296,10,57,10,NH2,none,0,Pp
469,2-NH2,Ag@2-NH2,3,,-406.4580734,Ag,5,47,160,10.3,107.8682,128,10.5,55,1.93,11.05,11,72,71,211,-3.212,11,57,10,NH2,none,0,Pp
470,2-NH2,Cd@2-NH2,3,,-405.7464865,Cd,5,48,155,13.1,112.414,136,8.69,46,1.69,8.995,12,78,75,218,-1.583,12,57,10,NH2,none,0,Pp
471,2-NH2,Lu@2-NH2,3,,-412.7588287,Lu,6,71,175,17.8,174.9668,162,9.84,137,1,6.455,3,41,21,224,2.676,3,57,10,NH2,none,0,Pp
472,2-NH2,Hf@2-NH2,3,,-417.1031144,Hf,6,72,155,13.6,178.49,152,13.3,103,1.3,6.83,4,45,50,223,3.425,4,57,10,NH2,none,0,Pp
473,2-NH2,Ta@2-NH2,3,,-417.2407142,Ta,6,73,145,10.9,180.94788,146,16.4,74,1.5,7.93,5,49,53,222,3.3,5,57,10,NH2,none,0,Pp
474,2-NH2,W@2-NH2,3,,-417.088196,W,6,74,135,9.53,183.84,137,19.3,68,1.7,8.67,6,53,56,218,1.676,6,57,10,NH2,none,0,Pp
475,2-NH2,Re@2-NH2,3,,-416.0113667,Re,6,75,135,8.85,186.207,131,20.8,62,1.9,9.46,7,57,59,216,5.732,7,57,10,NH2,none,0,Pp
476,2-NH2,Os@2-NH2,3,,-415.263771,Os,6,76,130,8.43,190.23,129,22.5872,57,2.2,9.78,8,61,62,216,-0.268,8,57,10,NH2,none,0,Pp
477,2-NH2,Ir@2-NH2,3,,-413.8136257,Ir,6,77,135,8.54,192.217,122,22.5622,54,2.2,9.96,9,65,65,213,-0.703,9,57,10,NH2,none,0,Pp
478,2-NH2,Pt@2-NH2,3,,-411.8942794,Pt,6,78,135,9.1,195.084,123,21.5,48,2.2,10.16,10,69,68,213,-1.229,10,57,10,NH2,none,0,Pp
479,2-NH2,Au@2-NH2,3,,-407.0987335,Au,6,79,135,10.2,196.966569,124,19.3,36,2.4,11.33,11,73,70,214,-2.867,11,57,10,NH2,none,0,Pp
480,2-NH2,Hg@2-NH2,3,,-403.6440234,Hg,6,80,150,14.8,200.592,133,13.5336,33.91,1.9,10.44,12,79,74,223,-5.58,12,57,10,NH2,none,0,Pp
481,2-OH,Sc@2-OH,3,,-370.8491005,Sc,4,21,160,15,44.955908,148,2.99,97,1.36,7.042,3,11,20,215,3.061,3,49,10,OH,none,0,Pp
482,2-OH,Ti@2-OH,3,,-371.0317098,Ti,4,22,140,10.6,47.867,136,4.506,100,1.54,8.17,4,43,51,211,2.803,4,49,10,OH,none,0,Pp
